Year,Party,Votes,Seats,Percentage,Coalition_Block,Seat_Conversion_Efficiency
2019,None of the Above,6513355.0,0,1.06,Others / Regional,0.0
2019,North East India Development Party,37221.0,0,0.01,Others / Regional,0.0
2019,Odisha Pragati Dal,8304.0,0,0.0,Others / Regional,0.0
2019,Parivartan Samaj Party,6469.0,0,0.0,Others / Regional,0.0
2019,Party For Democratic Socialism,12087.0,0,0.0,Others / Regional,0.0
2019,Pattali Makkal Katchi,2297431.0,0,0.37,Others / Regional,0.0
2019,Peace Party Of India,29998.0,0,0.0,Others / Regional,0.0
2019,People'S Party Of Arunachal,27703.0,0,0.0,Others / Regional,0.0
2019,People'S Party Of India(Secular),4914.0,0,0.0,Others / Regional,0.0
2019,People'S Union Par,547.0,0,0.0,Others / Regional,0.0
2019,Peoples Democratic Party,39856.0,0,0.01,Others / Regional,0.0
2019,Peoples Party Of India (Democratic),153103.0,0,0.02,Others / Regional,0.0
2019,Pichhara Samaj Party United,8884.0,0,0.0,Others / Regional,0.0
2019,Pichhra Samaj Party,4073.0,0,0.0,Others / Regional,0.0
2019,Poorvanchal Rashtriya Congress,10532.0,0,0.0,Others / Regional,0.0
2019,Prabuddha Republican Party,13229.0,0,0.0,Others / Regional,0.0
2019,Pragatisheel Lok Manch,3339.0,0,0.0,Others / Regional,0.0
2019,Pragatisheel Manav Samaj Party,8210.0,0,0.0,Others / Regional,0.0
2019,Pragatisheel Samaj Party,11752.0,0,0.0,Others / Regional,0.0
2019,Pragatishil Samajwadi Party (Lohia),344546.0,0,0.06,Others / Regional,0.0
2019,Prahar Janshakti Party,20620.0,0,0.0,Others / Regional,0.0
2019,Praja Satta Party,1462.0,0,0.0,Others / Regional,0.0
2019,Praja Shanthi Party,9738.0,0,0.0,Others / Regional,0.0
2019,Prajaa Swaraaj Party,4179.0,0,0.0,Others / Regional,0.0
2019,Prajatantra Aadhar Party,1346.0,0,0.0,Others / Regional,0.0
2019,Prajatantrik Samadhan Party,4612.0,0,0.0,Others / Regional,0.0
2019,Pravasi Nivasi Party,1695.0,0,0.0,Others / Regional,0.0
2019,Prem Janata Dal,1223.0,0,0.0,Others / Regional,0.0
2019,Prism,14723.0,0,0.0,Others / Regional,0.0
2019,Prithviraj Janshakti Party,5451.0,0,0.0,Others / Regional,0.0
2019,"Proutist Bloc, India",19457.0,0,0.0,Others / Regional,0.0
2019,Proutist Sarva Samaj,13535.0,0,0.0,Others / Regional,0.0
2019,Public Mission Party,13238.0,0,0.0,Others / Regional,0.0
2019,Puducherry Development Party,1319.0,0,0.0,Others / Regional,0.0
2019,Punjab Ekta Party,296620.0,0,0.05,Others / Regional,0.0
2019,Punjab Labour Party,692.0,0,0.0,Others / Regional,0.0
2019,Purvanchal Janta Party (Secular),43892.0,0,0.01,Others / Regional,0.0
2019,Purvanchal Mahapanchayat,13450.0,0,0.0,Others / Regional,0.0
2019,Pyramid Party Of India,77169.0,0,0.01,Others / Regional,0.0
2019,RJD,6632247.0,0,1.08,UPA / I.N.D.I.A.,0.0
2019,RLD,1447363.0,0,0.24,NDA,0.0
2019,RLP,660051.0,1,0.11,UPA / I.N.D.I.A.,9.09
2019,RSP,709685.0,1,0.12,UPA / I.N.D.I.A.,8.33
2019,Radical Democrats,1220.0,0,0.0,Others / Regional,0.0
2019,Raita Bharat Party,811.0,0,0.0,Others / Regional,0.0
2019,Rajnaitik Vikalp Party,9109.0,0,0.0,Others / Regional,0.0
2019,Rajyadhikara Party,368.0,0,0.0,Others / Regional,0.0
2019,Rashtra Nirman Party,3167.0,0,0.0,Others / Regional,0.0
2019,Rashtra Sewa Dal,8381.0,0,0.0,Others / Regional,0.0
2019,Rashtra Vikas Zumbes Party,1290.0,0,0.0,Others / Regional,0.0
2019,Rashtravadi Janata Party,42905.0,0,0.01,Others / Regional,0.0
2019,Rashtravadi Kranti Dal,475.0,0,0.0,Others / Regional,0.0
2019,Rashtravadi Party (Bharat),1225.0,0,0.0,Others / Regional,0.0
2019,Rashtrawadi Chetna Party,1975.0,0,0.0,Others / Regional,0.0
2019,"Rashtrawadi Party Of India,",4016.0,0,0.0,Others / Regional,0.0
2019,Rashtrawadi Shramjeevi Dal,1548.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Aadarsh Member Party,1965.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Aamjan Party,2272.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Ahinsa Manch,440.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Ambedkar Dal,1258.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Apna Dal,6840.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Azad Manch,3799.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Backward Party,584.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Bahujan Congress Party,1574.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Bhagidari Samaj Party,1777.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Bharatiya Jan Jan Party,2291.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Dal United,1907.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Garib Dal,1749.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Gondvana Party,1850.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Hindu Sena,67782.0,0,0.01,Others / Regional,0.0
2019,Rashtriya Independent Morcha,10914.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jan Adhikar Party,1596.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jan Adhikar Party (United),7561.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jan Gaurav Party,5768.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Janadhikar Suraksha Party,23580.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Janasachetan Party (R.J.P.),8609.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Janhit Sangharsh Party,747.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jankranti Party,3405.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Janmat Party,2058.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jansabha Party,16902.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jansambhavna Party,55868.0,0,0.01,Others / Regional,0.0
2019,Rashtriya Jansangharsh Swaraj Party,4897.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jansena Party,699.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Janshakti Party (Secular),8900.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jansurajya Party,3433.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Janta Party,1264.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jantantrik Bharat Vikas Party,1600.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Janutthan Party,776.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Janvikas Party (Democratic),1414.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Janwadi Party (Socialist),1060.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Jatigat Aarakshan Virodhi Party,535.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Kranti Party,6997.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Krantikari Samajwadi Party,9914.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Lok Samta Party,1462518.0,0,0.24,Others / Regional,0.0
2019,Rashtriya Lok Sarvadhikar Party,3944.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Lokswaraj Party,12459.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Mahan Gantantra Party,16371.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Mangalam Party,798.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Maratha Party,8997.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Matadata Party,1771.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Mazdoor Ekta Party,3066.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Naujawan Dal,1630.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Nav Nirman Bharat Party,811.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Power Party,11248.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Pragati Party,2718.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Praja Congress (Secular),996.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Rashtrawadi Party,20704.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Sahara Party,3687.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Sahyog Party,2756.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Samaj Paksha,28545.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Samajwadi Party (Secular),3926.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Samanta Dal,6918.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Samata Party (Secular),58110.0,0,0.01,Others / Regional,0.0
2019,Rashtriya Samrasta Party,1648.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Samta Vikas Party,349.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Sangail Party,3895.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Sarvjan Vikas Party,6497.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Shoshit Samaj Party,30983.0,0,0.01,Others / Regional,0.0
2019,Rashtriya Ulama Council,25756.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Vikas Party,477.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Viklang Party,3845.0,0,0.0,Others / Regional,0.0
2019,Rashtriya Vyapari Party,1326.0,0,0.0,Others / Regional,0.0
2019,Rastriya Aam Jan Seva Party,1425.0,0,0.0,Others / Regional,0.0
2019,Rastriya Insaaf Party,3265.0,0,0.0,Others / Regional,0.0
2019,Rayalaseema Rashtra Samithi,1229.0,0,0.0,Others / Regional,0.0
2019,Real Democracy Party,532.0,0,0.0,Others / Regional,0.0
2019,Republican Bahujan Sena,1820.0,0,0.0,Others / Regional,0.0
2019,Republican Paksha (Khoripa),1506.0,0,0.0,Others / Regional,0.0
2019,Republican Party Of India,12015.0,0,0.0,Others / Regional,0.0
2019,Republican Party Of India (Athawale),71524.0,0,0.01,Others / Regional,0.0
2019,Republican Party Of India (Kamble),2809.0,0,0.0,Others / Regional,0.0
2019,Republican Party Of India (Karnataka),14746.0,0,0.0,Others / Regional,0.0
2019,Republican Party Of India (Khobragade),4402.0,0,0.0,Others / Regional,0.0
2019,Republican Party Of India (Reformist),1777.0,0,0.0,Others / Regional,0.0
2019,Republican Party Of India Ektavadi,463.0,0,0.0,Others / Regional,0.0
2019,Republican Sena,5654.0,0,0.0,Others / Regional,0.0
2019,Revolutionary Marxist Party Of India,17125.0,0,0.0,Others / Regional,0.0
2019,Right To Recall Party,28817.0,0,0.0,Others / Regional,0.0
2019,SAD,3778574.0,2,0.61,NDA,3.28
2019,SDF,154489.0,0,0.03,Others / Regional,0.0
2019,SKM,166922.0,1,0.03,NDA,33.33
2019,SP,15647206.0,5,2.54,UPA / I.N.D.I.A.,1.97
2019,SS,12858904.0,18,2.09,NDA,8.61
2019,Saaf Party,882.0,0,0.0,Others / Regional,0.0
2019,Sabhi Jan Party,2751.0,0,0.0,Others / Regional,0.0
2019,Sabka Dal United,6283.0,0,0.0,Others / Regional,0.0
2019,Sabse Achchhi Party,1360.0,0,0.0,Others / Regional,0.0
2019,Sajag Samaj Party,2041.0,0,0.0,Others / Regional,0.0
2019,Samaanya Praja Party,4983.0,0,0.0,Others / Regional,0.0
2019,Samagra Utthan Party,24816.0,0,0.0,Others / Regional,0.0
2019,Samaj Adhikar Kalyan Party,6736.0,0,0.0,Others / Regional,0.0
2019,Samaj Bhalai Morcha,2917.0,0,0.0,Others / Regional,0.0
2019,Samajik Nyaya Party,5027.0,0,0.0,Others / Regional,0.0
2019,Samajtantric Party Of India,730.0,0,0.0,Others / Regional,0.0
2019,Samajwadi Forward Bloc,18577.0,0,0.0,Others / Regional,0.0
2019,Samajwadi Jan Parishad,1899.0,0,0.0,Others / Regional,0.0
2019,Samajwadi Janata Dal Democratic,25630.0,0,0.0,Others / Regional,0.0
2019,Samajwadi Janata Party(Karnataka),4991.0,0,0.0,Others / Regional,0.0
2019,Samajwadi Samaj Party,2417.0,0,0.0,Others / Regional,0.0
2019,Saman Aadmi Saman Party,6368.0,0,0.0,Others / Regional,0.0
2019,Samata Kranti Dal,3877.0,0,0.0,Others / Regional,0.0
2019,Samata Samadhan Party,9396.0,0,0.0,Others / Regional,0.0
2019,Samdarshi Samaj Party,3139.0,0,0.0,Others / Regional,0.0
2019,Samrat Ashok Sena Party,2214.0,0,0.0,Others / Regional,0.0
2019,Samta Vikas Party,2688.0,0,0.0,Others / Regional,0.0
2019,Sanatan Sanskriti Raksha Dal,7325.0,0,0.0,Others / Regional,0.0
2019,Sangharsh Sena,1987.0,0,0.0,Others / Regional,0.0
2019,Sanjhi Virasat Party,419.0,0,0.0,Others / Regional,0.0
2019,Sankhyanupati Bhagidari Party,6395.0,0,0.0,Others / Regional,0.0
2019,Sanman Rajkiya Paksha,1961.0,0,0.0,Others / Regional,0.0
2019,Sanyukt Vikas Party,8205.0,0,0.0,Others / Regional,0.0
2019,Sapaks Party,33366.0,0,0.01,Others / Regional,0.0
2019,Sardar Vallabhbhai Patel Party,14882.0,0,0.0,Others / Regional,0.0
2019,Sarva Janata Party,14213.0,0,0.0,Others / Regional,0.0
2019,Sarva Vikas Party,688.0,0,0.0,Others / Regional,0.0
2019,Sarvadharam Party (Madhya Pradesh),12525.0,0,0.0,Others / Regional,0.0
2019,Sarvjan Lok Shakti Party,2554.0,0,0.0,Others / Regional,0.0
2019,Sarvjan Sewa Party,1085.0,0,0.0,Others / Regional,0.0
2019,Sarvodaya Bharat Party,20764.0,0,0.0,Others / Regional,0.0
2019,Sarvodaya Prabhat Party,740.0,0,0.0,Others / Regional,0.0
2019,Sarvshreshth Dal,2901.0,0,0.0,Others / Regional,0.0
2019,Sathi Aur Aapka Faisala Party,8643.0,0,0.0,Others / Regional,0.0
2019,Satya Bahumat Party,22560.0,0,0.0,Others / Regional,0.0
2019,Satya Kranti Party,2857.0,0,0.0,Others / Regional,0.0
2019,Secular Democratic Congress,5321.0,0,0.0,Others / Regional,0.0
2019,Shakti Sena (Bharat Desh),2802.0,0,0.0,Others / Regional,0.0
2019,Shane Hind Fourm,1306.0,0,0.0,Others / Regional,0.0
2019,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann),52185.0,0,0.01,Others / Regional,0.0
2019,Shiromani Akali Dal (Taksali),10424.0,0,0.0,Others / Regional,0.0
2019,Shiromani Lok Dal Party,984.0,0,0.0,Others / Regional,0.0
2019,Shoshit Samaj Dal,63543.0,0,0.01,Others / Regional,0.0
2019,Shri Janta Party,1672.0,0,0.0,Others / Regional,0.0
2019,Sikkim Republican Party,1503.0,0,0.0,Others / Regional,0.0
2019,Sikkim United Front,614.0,0,0.0,Others / Regional,0.0
2019,Smart Indians Party,11877.0,0,0.0,Others / Regional,0.0
2019,Social Democratic Party Of India,169680.0,0,0.03,Others / Regional,0.0
2019,Social Justice Party Of India,3927.0,0,0.0,Others / Regional,0.0
2019,Socialist Janata Party,805.0,0,0.0,Others / Regional,0.0
2019,Socialist Party (India),3916.0,0,0.0,Others / Regional,0.0
2019,Socialist Unity Centre Of India (Communist),403835.0,0,0.07,Others / Regional,0.0
2019,Subhashwadi Bhartiya Samajwadi Party (Subhas Party),3919.0,0,0.0,Others / Regional,0.0
2019,Suheldev Bharatiya Samaj Party,313925.0,0,0.05,Others / Regional,0.0
2019,Sunder Samaj Party,2568.0,0,0.0,Others / Regional,0.0
2019,Svatantra Bharat Satyagrah Party,2142.0,0,0.0,Others / Regional,0.0
2019,Swabhiman Party,2805.0,0,0.0,Others / Regional,0.0
2019,Swabhimani Paksha,834380.0,0,0.14,Others / Regional,0.0
2019,Swaraj Party (Loktantrik),15132.0,0,0.0,Others / Regional,0.0
2019,Swarna Bharat Party,5064.0,0,0.0,Others / Regional,0.0
2019,Swarnim Bharat Inquilab,527.0,0,0.0,Others / Regional,0.0
2019,Swatantra Bharat Paksha,12430.0,0,0.0,Others / Regional,0.0
2019,Swatantra Jantaraj Party,25494.0,0,0.0,Others / Regional,0.0
2019,Swatantra Samaj Party,2069.0,0,0.0,Others / Regional,0.0
2019,TDP,12515345.0,3,2.03,NDA,1.48
2019,TMC,24929330.0,22,4.05,UPA / I.N.D.I.A.,5.43
2019,TRS,7696848.0,9,1.25,Others / Regional,7.2
2019,Tamil Maanila Congress,220849.0,0,0.04,Others / Regional,0.0
2019,Tamil Nadu Ilangyar Katchi,34233.0,0,0.01,Others / Regional,0.0
2019,Tamil Telugu National Party,2516.0,0,0.0,Others / Regional,0.0
2019,Tamizhaga Murpokku Makkal Katchi,3599.0,0,0.0,Others / Regional,0.0
2019,Telangana Communist Party Of India,1660.0,0,0.0,Others / Regional,0.0
2019,Telangana Jana Samithi,57073.0,0,0.01,Others / Regional,0.0
2019,Telangana Prajala Party,521.0,0,0.0,Others / Regional,0.0
2019,Telangana Sakalajanula Party,1048.0,0,0.0,Others / Regional,0.0
2019,Telangana Yuva Shakti,3407.0,0,0.0,Others / Regional,0.0
2019,The Future India Party,820.0,0,0.0,Others / Regional,0.0
2019,The National Road Map Party Of India,4672.0,0,0.0,Others / Regional,0.0
2019,Tola Party,330.0,0,0.0,Others / Regional,0.0
2019,Tripura Peoples Party,2076.0,0,0.0,Others / Regional,0.0
2019,Ulzaipali Makkal Katchy,9007.0,0,0.0,Others / Regional,0.0
2019,United Democratic Front Secular,451.0,0,0.0,Others / Regional,0.0
2019,United Democratic Party,267256.0,0,0.04,Others / Regional,0.0
2019,United People'S Party Liberal,416305.0,0,0.07,Others / Regional,0.0
2019,United States Of India Party,1244.0,0,0.0,Others / Regional,0.0
2019,Universal Brotherhood Movement,689.0,0,0.0,Others / Regional,0.0
2019,Uttama Prajaakeeya Party,120800.0,0,0.02,Others / Regional,0.0
2019,Uttar Pradesh Navnirman Sena,2051.0,0,0.0,Others / Regional,0.0
2019,Uttarakhand Kranti Dal,8830.0,0,0.0,Others / Regional,0.0
2019,Uttarakhand Kranti Dal (Democratic),12629.0,0,0.0,Others / Regional,0.0
2019,Uttarakhand Parivartan Party,5351.0,0,0.0,Others / Regional,0.0
2019,Uttarakhand Pragatisheel Party,2041.0,0,0.0,Others / Regional,0.0
2019,VCK,507643.0,1,0.08,UPA / I.N.D.I.A.,12.5
2019,Vacant,0.0,1,0.0,Others / Regional,0.0
2019,Vanchit Bahujan Aaghadi,3743560.0,0,0.61,Others / Regional,0.0
2019,Vanchit Samaj Party,17856.0,0,0.0,Others / Regional,0.0
2019,Vanchitsamaj Insaaf Party,3756.0,0,0.0,Others / Regional,0.0
2019,Vikas Insaf Party,3694.0,0,0.0,Others / Regional,0.0
2019,Vikassheel Insaan Party,660706.0,0,0.11,Others / Regional,0.0
2019,Vishva Shakti Party,8784.0,0,0.0,Others / Regional,0.0
2019,Vishwa Jana Party,1726.0,0,0.0,Others / Regional,0.0
2019,"Vishwa Manav Samaj Kalyan Parishad,",1529.0,0,0.0,Others / Regional,0.0
2019,Vivasayigal Makkal Munnetra Katchi,1108.0,0,0.0,Others / Regional,0.0
2019,Voters Party,2478.0,0,0.0,Others / Regional,0.0
2019,Voters Party International,105972.0,0,0.02,Others / Regional,0.0
2019,Vyavastha Parivartan Party,14974.0,0,0.0,Others / Regional,0.0
2019,Wazib Adhikar Party,29392.0,0,0.0,Others / Regional,0.0
2019,Welfare Party Of India,23035.0,0,0.0,Others / Regional,0.0
2019,YSRCP,15537006.0,23,2.52,Others / Regional,9.13
2019,Yekikrutha Sankshema Rashtriya Praja Party,1320.0,0,0.0,Others / Regional,0.0
2019,Yuva Jan Jagriti Party,10147.0,0,0.0,Others / Regional,0.0
2019,Yuva Krantikari Party,30492.0,0,0.0,Others / Regional,0.0
2019,Yuva Sarkar,1296.0,0,0.0,Others / Regional,0.0
2019,Yuva Vikas Party,2858.0,0,0.0,Others / Regional,0.0
2024,AAP,7147800.0,3,1.11,UPA / I.N.D.I.A.,2.7
2024,AGP,1298707.0,1,0.2,NDA,5.0
2024,AIADMK,8952587.0,0,1.39,Others / Regional,0.0
2024,AIFB,284269.0,0,0.04,Left Front,0.0
2024,AIMIM,1400215.0,1,0.22,Others / Regional,4.55
2024,AIUDF,625954.0,0,0.1,Others / Regional,0.0
2024,AJSU,458677.0,1,0.07,NDA,14.29
2024,ASP(KR),691820.0,1,0.11,Others / Regional,9.09
2024,Aadarsh Mithila Party,29550.0,0,0.0,Others / Regional,0.0
2024,Aadarsh Sangram Party,865.0,0,0.0,Others / Regional,0.0
2024,Aadi Bharat Party,742.0,0,0.0,Others / Regional,0.0
2024,Aadim Samaj Party,1100.0,0,0.0,Others / Regional,0.0
2024,Aam Aadmi Parivartan Party,2128.0,0,0.0,Others / Regional,0.0
2024,"Aam Janmat Party,",3205.0,0,0.0,Others / Regional,0.0
2024,Aam Janshakti Party,1478.0,0,0.0,Others / Regional,0.0
2024,Aam Janta Party (India),14729.0,0,0.0,Others / Regional,0.0
2024,Aam Janta Party Rashtriya,9760.0,0,0.0,Others / Regional,0.0
2024,Aam Lok Party United,695.0,0,0.0,Others / Regional,0.0
2024,Aanaithinthiya Jananayaka Pathukappu Kazhagam,2244.0,0,0.0,Others / Regional,0.0
2024,Aap Sabki Apni Party,528.0,0,0.0,Others / Regional,0.0
2024,Aapka Gantantra Party,2432.0,0,0.0,Others / Regional,0.0
2024,Aapki Apni Party (Peoples),6033.0,0,0.0,Others / Regional,0.0
2024,Aapki Awaaz Party,6087.0,0,0.0,Others / Regional,0.0
2024,Aarakshan Virodhi Party,1444.0,0,0.0,Others / Regional,0.0
2024,Aas Punjab Party,8114.0,0,0.0,Others / Regional,0.0
2024,Aawami Pichhada Party,594.0,0,0.0,Others / Regional,0.0
2024,Abhay Samaj Party,8583.0,0,0.0,Others / Regional,0.0
2024,Abhinav Bharat Janseva Paksh,1602.0,0,0.0,Others / Regional,0.0
2024,Abhinav Rajasthan Party,26294.0,0,0.0,Others / Regional,0.0
2024,Abua Jharkhand Party,3155.0,0,0.0,Others / Regional,0.0
2024,Adarsh Jankalyan Dal,1817.0,0,0.0,Others / Regional,0.0
2024,"Adarsh Janta Party,",1376.0,0,0.0,Others / Regional,0.0
2024,Adarsh Nyay Rakshak Party,5484.0,0,0.0,Others / Regional,0.0
2024,Adarsh Samaj Party,643.0,0,0.0,Others / Regional,0.0
2024,Adarshwaadi Congress Party,1173.0,0,0.0,Others / Regional,0.0
2024,Adim Bhartiya Dal,1584.0,0,0.0,Others / Regional,0.0
2024,Ahimsa Socialist Party,2421.0,0,0.0,Others / Regional,0.0
2024,Ahinsa Samaj Party,1698.0,0,0.0,Others / Regional,0.0
2024,Aihra National Party,5833.0,0,0.0,Others / Regional,0.0
2024,Aim Political Party,1715.0,0,0.0,Others / Regional,0.0
2024,Akhand Bharat Janpriya Party,1716.0,0,0.0,Others / Regional,0.0
2024,Akhand Bharat Samrajya Party,3930.0,0,0.0,Others / Regional,0.0
2024,Akhand Bharat Swatantra Party,780.0,0,0.0,Others / Regional,0.0
2024,Akhil Bharat Hindu Mahasabha,2278.0,0,0.0,Others / Regional,0.0
2024,Akhil Bharatiya Congress Dal (Ambedkar),2777.0,0,0.0,Others / Regional,0.0
2024,Akhil Bharatiya Hind Kranti Party,1259.0,0,0.0,Others / Regional,0.0
2024,Akhil Bharatiya Manavata Paksha,1057.0,0,0.0,Others / Regional,0.0
2024,Akhil Bharatiya Muslim League (Secular),821.0,0,0.0,Others / Regional,0.0
2024,Akhil Bhartiya Aamjan Party,818.0,0,0.0,Others / Regional,0.0
2024,Akhil Bhartiya Aarakshit Samaj Party,544.0,0,0.0,Others / Regional,0.0
2024,Akhil Bhartiya Apna Dal,8678.0,0,0.0,Others / Regional,0.0
2024,Akhil Bhartiya Hamara Samaj Party,4225.0,0,0.0,Others / Regional,0.0
2024,Akhil Bhartiya Kisan Majdoor Party,924.0,0,0.0,Others / Regional,0.0
2024,Akhil Bhartiya Manavadhikar Vichar Manch Party,2108.0,0,0.0,Others / Regional,0.0
2024,Akhil Bhartiya Parivar Party,110212.0,0,0.02,Others / Regional,0.0
2024,Akhil Bhartiya Sarvjan Hit Party,3892.0,0,0.0,Others / Regional,0.0
2024,Akhil Bhartiya Sudhar Party,321.0,0,0.0,Others / Regional,0.0
2024,Akhil Hind Forward Bloc (Krantikari),9902.0,0,0.0,Others / Regional,0.0
2024,Akhila Vijaya Party,3882.0,0,0.0,Others / Regional,0.0
2024,Al-Hind Party,22308.0,0,0.0,Others / Regional,0.0
2024,All India Arya Mahasabha,7345.0,0,0.0,Others / Regional,0.0
2024,All India Backward People Sunami Party,210.0,0,0.0,Others / Regional,0.0
2024,All India Jaihind Party,269.0,0,0.0,Others / Regional,0.0
2024,All India Jananayaka Makkal Kazhagam,633.0,0,0.0,Others / Regional,0.0
2024,All India Kisan Janatha Party,578.0,0,0.0,Others / Regional,0.0
2024,All India Mahila Empowerment Party,515.0,0,0.0,Others / Regional,0.0
2024,All India Majlis-E-Inquilab-E-Millat,5454.0,0,0.0,Others / Regional,0.0
2024,All India Mazdoor Party (Rangreta),1374.0,0,0.0,Others / Regional,0.0
2024,All India National Raksha Sena,396.0,0,0.0,Others / Regional,0.0
2024,All India People Development Party,711.0,0,0.0,Others / Regional,0.0
2024,All India Ulama Congress,2500.0,0,0.0,Others / Regional,0.0
2024,All India Uzhavargal Uzhaippalargal Katchi,950.0,0,0.0,Others / Regional,0.0
2024,All India Youth Development Party,3528.0,0,0.0,Others / Regional,0.0
2024,All Peoples Party,1495.0,0,0.0,Others / Regional,0.0
2024,Alliance Of Democratic Reforms Party,108334.0,0,0.02,Others / Regional,0.0
2024,Aman Samaj Party,945.0,0,0.0,Others / Regional,0.0
2024,Ambedkar National Congress,688.0,0,0.0,Others / Regional,0.0
2024,Ambedkarist Republican Party,1727.0,0,0.0,Others / Regional,0.0
2024,Ambedkarite Party Of India,132444.0,0,0.02,Others / Regional,0.0
2024,Amma Makkal Munnettra Kazhagam,393415.0,0,0.06,Others / Regional,0.0
2024,Amra Bangalee,4925.0,0,0.0,Others / Regional,0.0
2024,Anaithu India Makkal Katchi,937.0,0,0.0,Others / Regional,0.0
2024,Andaman Nicobar Democratic Congress,8254.0,0,0.0,Others / Regional,0.0
2024,Andhra Pradesh Rashtra Samithi,358.0,0,0.0,Others / Regional,0.0
2024,Andhra Rastra Praja Samithi,6846.0,0,0.0,Others / Regional,0.0
2024,Anjaan Aadmi Party,781.0,0,0.0,Others / Regional,0.0
2024,Anna Makkal Katchi,2505.0,0,0.0,Others / Regional,0.0
2024,Anna Mgr Dravida Makkal Kalgam,4629.0,0,0.0,Others / Regional,0.0
2024,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,3078.0,0,0.0,Others / Regional,0.0
2024,Anna Ysr Congress Party,11459.0,0,0.0,Others / Regional,0.0
2024,Anti Corruption Dynamic Party,9128.0,0,0.0,Others / Regional,0.0
2024,Apna Dal (Kamerawadi),39128.0,0,0.01,Others / Regional,0.0
2024,Apna Dal (Soneylal),808245.0,1,0.13,Others / Regional,7.69
2024,Apna Desh Party,4297.0,0,0.0,Others / Regional,0.0
2024,Apna Haq Party,4094.0,0,0.0,Others / Regional,0.0
2024,Apna Kisan Party,10538.0,0,0.0,Others / Regional,0.0
2024,Apna Samaj Party,2083.0,0,0.0,Others / Regional,0.0
2024,Apni Ekta Party,5139.0,0,0.0,Others / Regional,0.0
2024,Apni Prajahit Party,4109.0,0,0.0,Others / Regional,0.0
2024,Aravor Munnetra Kazhagam,8345.0,0,0.0,Others / Regional,0.0
